SRR3189679	SRR3189680	SRR3189681	SRR3189682	SRR3189683	SRR3189684	SRR3189685	SRR3189686	SRR3189687	SRR3189688	SRR3189689	SRR3189690	SRR3189691	SRR3189692	SRR3189693	SRR3189694	SRR3189695	SRR3189696	SRR3189697
146.87521	205.8753	140.32497	138.2539	1589.615	288.2049	364.79022	225.40805	235.94884	144.38115	276.1615	204.30315	183.29161	1462.9877	361.95386	130.0184	156.06975	173.89378	165.18521
753.16626	664.67004	582.5209	764.36774	387.05084	797.69183	614.47095	504.36914	407.91083	371.93784	815.0698	224.99374	127.68607	328.50684	474.80716	302.90173	402.92444	531.50323	219.34547
5720.4126	4898.0244	4584.9004	4827.7397	8653.602	7347.276	6570.3696	6202.06	3650.2961	5395.213	9813.973	4021.5515	2997.4343	8108.657	9428.703	5220.8013	5204.3315	7466.972	3839.9097
392.42004	596.69653	588.5688	204.99794	23.687437	14.335156	28.752144	69.95635	117.68232	43.57451	105.4007	40.631485	28.945784	150.96297	25.629108	168.24487	61.78859	145.208	45.005825
298.5253	209.7541	198.3646	317.41003	311.39066	199.39032	458.16324	340.26773	787.9905	721.7929	284.7727	452.02692	186.21558	648.99677	528.5335	286.8414	299.30057	209.94572	330.60474
3670.9126	5440.3203	3167.4307	2078.8018	8111.441	13903.91	6903.747	4031.7302	3285.366	2204.54	5037.7695	3190.7544	2296.5608	7024.1367	8376.725	2707.608	3025.72	2905.0068	2277.7913
2838.9797	3939.711	2556.65	2380.924	1723.769	2781.4912	3845.336	3367.1965	2606.6736	2024.0752	6277.5254	3978.2078	5426.398	3040.5015	4270.478	3469.2979	3392.897	3551.6826	3325.147
236.76419	125.35964	57.181225	80.82456	862.8039	428.5062	33.119843	195.3812	49.425613	41.611603	89.02443	28.793968	4.372058	19.625113	23.661037	23.493954	38.261265	39.62386	14.252008
1506.4811	1522.1085	1541.4244	2124.8962	2640.8904000000002	882.9114	1234.6884	1116.3137	1045.2971	1217.1382	942.48236	1160.2146	255.25266	1905.7267	934.8063	1069.6394	1566.5414	1059.7051	665.7248
312.42313	334.35565	300.0388	523.39844	364.79736	283.1723	382.46378	187.96034	434.8097	215.36276	151.64151	154.35928	84.500626	531.3569	420.89844	212.7115	242.68831	208.78526	164.44548
519.39923	687.7579	691.2363	492.86572	1339.8828	899.60376	716.31464	457.24188	455.0423	470.44485	727.3596	638.8277	158.64871	1612.7504	1060.1282	528.9636	656.90515	549.0128	411.17566
1513.4392	1259.1594	1393.3086	1725.688	348.22623	524.80383	1506.6718	1203.8787	1721.6754	1036.2502	2813.8503	718.8585	402.48325	1012.6519	1351.967	932.92706	1230.5452	1454.1704	898.3057
22.898811	98.08119	22.869146	16.762537	1632.2103	1944.2362	181.69147	81.52274	127.0118	84.02059	149.12334	163.40768	92.70701	832.36273	432.55804	24.148857	147.1024	43.95992	87.108185
299.13074	170.16504	266.6154	348.87198	561.3558	85.99217	174.43123	220.17374	211.12236	234.19113	217.54953	166.85301	242.83525	585.06586	165.5952	193.06886	197.78201	151.99217	183.59286
1856.2103	1378.953	1231.3971	1333.7035	2311.2502	717.93085	1321.0513	999.9965	1476.3616	1199.0155	1017.8601	1181.6605	1815.6355	4170.967	1504.152	1510.0048	1087.1111	1410.8187	1244.6843
1199.5142	1572.7373	1011.9595	915.50073	1867.1017	1686.5333	1730.2386	1296.0851	1155.5748	1199.8453	1892.204	1904.5964	2101.9177	2657.5068	2205.1785	1589.0273	1687.5717	1446.5956	1124.1665
2290.39	2133.3542	1872.8885	1987.0272	6497.784	3093.6528	3083.6482	2298.3733	1725.8391	2034.394	2487.7983	1738.4976	837.01874	5317.224	3070.3271	2124.2046	1946.611	2338.3367	1657.2198
873.2587	884.0035	817.4056	1164.7773	1210.6311	457.0229	675.1315	780.2098	806.7478	651.36017	586.3494	515.02625	130.44386	1386.9485	613.87604	685.8853	799.5345	699.18884	472.90942
118.74591	187.33643	124.46776	93.82641	828.5177	59.453	105.94613	109.605316	82.85728	19.379227	72.34195	40.811787	9.373752	571.3531	61.44919	61.558502	169.92601	46.444057	21.29716
946.81116	773.85736	1026.0616	1027.5745	2650.6025	566.1135	806.23083	928.9051	1392.4901	1367.0807	512.86395	1104.6415	1387.3289	3148.3123	871.8144	1007.95557	1045.975	977.10986	1512.8203
758.9804	1210.1492	633.3829	483.8454	7918.824	5825.4897	1529.6167	1116.1074	532.96423	493.80902	929.98804	780.6542	203.13283	2575.2832	1416.275	840.54	1370.7811	1041.7255	593.04254
2190.2495	2734.5522	1787.1772	1448.2202	3611.3225	4086.348	3630.6501	2557.3486	1175.7183	1060.7848	4661.809	1448.1377	1229.4414	4898.6304	4898.792	2071.1472	2187.354	3645.7036	1991.7605
8795.799	9872.4	9118.854	8275.596	6552.4204	6778.77	8225.113	9537.149	6773.9346	4717.646	10487.923	3815.6284	1870.8809	5270.3906	11229.397	8131.0415	9766.312	12358.713	14590.74
7685.29	6447.953	6658.3755	7363.6997	17252.725	11266.891	7350.063	8726.489	5836.591	8718.328	7170.7295	6688.5312	9504.812	15485.701	9603.749	9996.992	7377.784	8760.265	8475.349
323.37872	439.55997	349.93402	260.85287	1225.2716	230.931	274.12637	289.88803	249.85686	308.21533	193.06026	561.99994	368.65866	1777.219	344.15674	579.6167	545.64606	398.471	407.65634
866.59564	759.64844	911.7262	924.834	1377.9617	548.12946	697.48254	626.91345	879.721	690.65753	695.479	623.4081	294.932	1188.8677	698.8939	784.2512	614.1887	591.16644	489.15683
7522.2603	9132.969	9070.742	4877.58	17056.037	3843.6108	7025.6514	7357.5005	4274.2954	7493.524	4413.5464	10939.829	5372.3833	15383.892	6656.1807	14145.984	11077.819	9317.843	10665.763
386.48264	541.3697	346.2441	173.92699	1313.5333	424.70132	660.3569	304.40707	119.09783	169.71281	178.55057	309.3154	180.03989	1330.8387	529.428	403.85977	345.63983	349.5748	61.689007
1075.3263	1622.717	963.31946	1026.9943	1783.4617	2034.7496	1486.7683	1281.3302	875.00555	690.6039	3074.9556	1116.6776	563.99207	1852.4307	1712.0316	911.97095	1132.4587	1162.3359	286.06253
716.0617	249.55646	267.20065	347.90668	3076.1953	477.56332	385.19122	409.02603	372.58438	174.01912	250.88318	282.85175	78.86409	2812.8643	349.59302	212.18561	470.83258	284.59558	256.16077
621.5608	805.1036	792.20734	739.28235	3169.5967	736.2886	914.655	851.766	744.7896	769.52844	529.0484	1231.6074	715.52216	3641.252	996.19025	1010.6252	1165.198	800.3395	722.6908
1292.239	1795.2062	1012.1817	1031.8654	1459.4282	2313.2473	1775.0931	1422.8038	926.1257	723.509	2338.8591	1153.2921	414.61685	1896.4436	2017.6326	1177.0706	1370.5625	1389.4346	910.92487
1019.84894	1197.2003	878.99316	1241.3813	1396.8914	995.4206	901.35864	1211.7538	1192.4769	819.75775	1566.7294	1080.1661	2166.7214	1500.589	1297.8582	894.8913	999.92596	1174.6008	1310.562
244.91333	311.52982	163.42184	148.11165	529.20844	544.27515	409.0782	172.88661	256.5024	154.95798	221.11153	220.08357	77.01731	609.98816	409.92316	234.45883	342.91974	276.9788	84.79121
1595.637	1772.831	1610.8583	2499.9111	5646.469	2861.5159	1876.9612	1085.0833	1717.1163	1051.1556	1467.8918	1948.9884	632.5579	3944.1877	2051.5608	1124.1693	2060.266	1037.7606	864.33014
28083.344	24249.322	29539.818	24877.863	81656.2	38130.43	39631.85	28005.92	19265.691	38589.06	29197.725	25993.639	16964.984	74419.79	40130.863	36441.906	28647.553	48001.703	60658.74
412.17847	342.06168	170.54416	108.8828	679.1815	529.1238	426.5338	248.63622	157.64832	137.9805	391.57224	126.653755	71.92337	294.83224	341.01312	224.91957	96.565834	215.9261	165.09264
1027.1586	968.80505	1037.7444	828.7174	1062.9326	516.3046	919.6253	1017.66046	747.3319	728.676	1125.5586	979.42303	564.9377	1667.15	805.26764	1217.5293	1437.5431	1049.9204	1164.9609
2912.6155	2760.284	3415.6953	2750.0583	5877.8247	2649.9204	2603.1519	2468.4937	1580.7466	2543.4238	1828.6205	2286.4404	1057.6127	7218.1987	3498.3806	3587.3372	3141.2317	3270.5596	3152.6921
294.3656	401.10498	375.87216	308.5927	818.9674	302.05106	320.89832	234.30446	338.03732	272.07236	555.297	471.19888	61.618916	1035.0371	419.80478	196.96808	390.58987	316.2122	289.5706
16.90773	10.390234	143.0953	18.637005	23.78986	13.249526	303.0796	39.709694	11.619605	9.653232	16.481432	40.52799	14.386882	23.07465	11.230221	320.46918	23.460085	18.557129	675.407
1757.4587	1594.6135	1628.7563	1647.4004	1163.5742	1508.197	1425.236	1955.3439	3120.3655	1796.3074	2040.3916	1862.9535	2692.7986	1023.75684	1793.2815	2082.8513	2007.7576	1925.1971	3203.116
358.91846	388.00565	310.5647	320.89658	4014.7644	726.7793	467.40375	186.73105	257.69736	103.22761	76.85142	382.90317	54.110535	1897.8472	292.38712	223.2185	269.03177	148.7395	78.364365
940.898	1083.2335	986.8874	854.9851	2146.9646	714.5102	776.38367	807.5925	737.21533	631.0654	677.3179	1389.1537	356.60117	2315.1248	813.3187	1194.3749	1418.948	970.4513	770.6544
1162.5916	1330.5975	935.8105	1155.7128	776.1882	826.1332	887.28564	671.8567	1036.1663	658.2634	1016.5193	664.4425	705.38574	948.5217	1359.4972	995.89215	705.416	902.53326	954.77655
5853.067	5205.6187	4986.0376	4670.56	10661.752	8361.374	5979.299	4461.265	3632.7866	4483.3833	3760.079	4413.1445	3360.1504	9588.212	8425.883	4850.9243	4184.549	4055.2605	3943.0493
602.2956	758.8441	687.41296	725.7403	2222.8906	376.18253	497.87662	525.4037	476.45953	487.14587	500.11594	621.65497	251.88557	2218.25	580.1608	691.68225	800.44855	537.8153	480.6652
4526.81	6648.9062	3071.846	2313.723	20384.375	19594.514	12282.148	4763.8374	2799.4746	3402.9597	7701.6997	5561.8145	2711.5261	22505.477	14508.703	4481.7373	4540.7974	6319.5586	2731.63
196.18906	103.95895	179.44182	200.59909	462.27826	248.49014	247.01443	99.264626	58.173832	84.298706	256.0027	105.99572	63.56652	555.1594	178.42882	113.31719	146.49426	171.08685	73.058784
3241.1208	3890.1387	3400.4167	2449.9128	5462.8696	1375.8698	1541.8229	2157.3767	1317.9834	1932.7435	2173.6938	3576.3271	971.06006	9278.107	3144.0725	3114.1602	2696.3462	2261.9683	2061.7412
3573.1753	3983.7676	3158.3677	4076.0845	8031.469	6922.2544	6608.107	3363.3804	5223.75	2096.6096	3898.5022	2880.811	1071.6206	8633.394	5987.8535	3218.566	3594.8533	3260.7056	2106.5508
596.2822	618.35504	609.18726	650.86554	660.4071	587.71674	662.6404	833.1218	431.2048	440.30457	670.3306	458.78406	295.80057	707.8072	688.74896	809.5433	708.332	794.43207	754.99347
9806.646	10963.968	8366.739	8573.558	4415.4907	5793.526	8797.494	11503.812	11769.218	8620.085	16911.58	10996.607	17264.322	10358.358	13177.617	13205.952	13375.657	12677.465	13878.526
2587.7568	3217.216	3197.7856	2692.184	7533.4077	1903.1532	2416.1929	2054.1855	1964.1311	2533.3232	1809.3635	2937.2268	577.6642	7037.1763	2294.1072	3774.7505	4185.8364	2815.8047	2424.767
1903.1743	2170.395	1539.0045	1538.7036	4603.249	1750.7017	1685.1201	1756.64	1026.9866	1429.8842	2566.271	763.2079	413.29156	5354.0957	2623.4116	1465.633	1599.6321	1838.6946	1112.3607
1360.5864	1395.0021	1221.1217	1524.7633	2367.4817	1996.4337	1718.1664	2172.9822	1430.8835	1406.103	2889.4727	922.78925	1232.6538	2236.014	2248.9998	1684.7208	1172.9786	2485.077	1831.0106
1611.7026	1567.7781	1432.6534	1087.2628	4092.6367	3320.198	2051.759	1982.7888	1006.92126	597.19214	2882.8523	410.09323	393.77048	3147.8577	2924.302	1178.517	1050.5907	1649.8542	1367.5013
1102.7079	996.11975	951.3686	745.19653	3468.8174	629.04065	923.3307	978.91077	584.3458	1040.6252	789.97284	1076.0522	471.40823	2762.9802	785.9983	1140.3143	1237.8586	1108.369	1138.6836
1261.0546	1666.1127	1270.2396	1157.9814	5211.4355	1179.8485	1465.3076	1427.7137	931.9063	1415.6587	1065.834	1304.7383	810.3228	6832.8247	1863.5338	1924.0011	2250.3086	2083.8093	1923.178
200.21304	215.38791	56.33667	54.407166	438.17523	466.55963	32.547028	57.277996	72.008736	42.56001	131.66127	15.689886	7.3389444	29.643204	21.337606	141.07088	42.972305	235.42897	91.53985
4505.757	5524.0547	4571.039	2971.3713	3393.8337	4531.4263	5198.828	4332.49	4049.2537	4407.5566	3868.0923	5428.715	6429.2866	4040.246	5495.3853	6229.869	5087.2217	5765.8467	7594.601
930.2143	675.89465	669.708	1145.0933	1279.6486	892.63	822.8232	936.7074	1050.6533	808.4506	2124.1135	632.84937	1055.647	1834.6376	1702.9989	767.3758	662.53937	1382.1837	870.1514
1366.8491	1676.9587	1722.7826	1185.3372	4189.474	1116.9666	1998.5175	1923.566	989.98224	1957.0424	1609.2952	1874.1163	932.3452	6029.4707	2020.514	2026.0918	2352.0544	2240.7124	2097.8599
1245.2393	966.8156	1510.9069	1473.063	2834.5063	691.14923	871.5636	864.47614	804.5142	1000.23224	641.77466	550.7825	315.8631	2921.091	1011.39166	844.66406	1038.9481	1170.82	943.9143
707.251	766.3616	506.6756	487.70865	2426.0676	757.22595	678.16864	543.9002	543.22626	614.6461	545.84357	446.8646	222.06065	1998.9062	730.32654	716.3052	860.4241	633.5362	661.32416
1871.4717	2515.0493	1732.0648	1391.8157	3344.9368	3574.5122	3031.4988	1831.9983	963.9447	796.6306	2656.1086	407.08588	359.79752	2982.289	3561.94	1647.2103	1995.8204	2623.8708	1070.7087
3521.4958	5019.593	3276.2148	2194.5898	14100.958	9145.871	6117.963	4578.9033	1949.0492	3675.0908	8400.066	5762.109	3781.93	14472.774	7476.9927	5575.5996	4919.5034	5482.048	4079.4504
184.65181	127.96431	331.65494	639.3826	66.578606	82.05531	60.59225	139.19841	546.2179	26.658028	242.66386	49.213646	44.642437	54.81998	65.84963	89.12636	81.400505	238.02605	44.819492
2816.9988	3182.3887	3793.8708	2553.4988	5387.5557	1284.9196	2181.8484	2580.016	1867.915	2538.472	2609.6018	4853.614	1373.1924	7099.5996	2037.9247	3578.5378	3519.9543	2795.6711	2456.4277
1421.7073	1458.9467	1544.5529	1518.7639	4276.598	484.30643	920.80475	1103.8729	1200.8558	1935.1803	406.31702	1911.7482	594.76117	4321.5654	866.05035	1610.5002	1899.9265	1086.9634	1096.469
1153.551	1446.0826	1237.6674	1172.2	455.4331	630.42706	1351.1783	844.30255	816.78864	540.4425	1124.1083	837.0212	1430.6387	1380.0948	1844.5652	688.39215	978.9629	856.21124	967.6071
936.14923	691.19775	862.49677	768.52	84.041275	127.32918	391.924	497.8076	471.40024	249.34247	657.9626	404.62265	136.30795	382.7651	387.6771	484.06836	588.58405	445.31366	287.72803
1367.7023	1546.5067	1435.3951	722.62933	1384.8584	709.50415	1050.8059	1219.7783	741.4415	1412.421	655.52783	1989.6562	848.00134	1911.7374	1216.8774	2391.0813	2441.44	1370.2972	1120.8959
2023.5083	2393.4114	1095.4911	677.9071	3631.6824	4747.898	2984.9504	3023.2207	1331.3868	751.4482	3057.3572	732.44135000000006	703.06335	2422.7163	3203.1418	1844.165	1644.7837	2626.8413	1375.276
572.3963	459.73734	640.20355	468.75058	126.20366	181.96866	6675.84	7756.6787	8820.599	8359.71	10294.582	9043.151	3714.7815	5476.7896	7180.4497	2449.912	7460.594	3177.0542	10337.673
2498.087	3141.193	2017.8513	1941.0947	3460.3928	4667.6284	4580.527	3144.001	2410.8513	1664.2861	7524.742	1891.7294	2148.9736	4370.9824	5490.5703	2540.1853	2221.8926	4494.8276	2591.3215
1410.0074	1638.8505	1056.4042	1046.5023	2005.9625	1300.3353	1483.4194	993.72974	741.5517	1031.8141	885.53174	1431.5413	1953.6511	2671.32	1818.1776	1549.8961	1507.5662	1263.1201	1283.32
1628.1495	1131.5432	1543.7668	2228.8098	456.2767	570.73065	905.96466	1201.9554	1791.5323	1741.4093	937.7768	1477.694	1034.4323	805.87177	999.38043	1560.0013	1293.5713	815.773	1107.6711
616.56696	643.0173	557.4853	615.76166	1008.1032	1240.2067	905.915	498.36978	567.5243	324.10287	962.806	578.92285	495.98648	1293.5475	1206.5051	719.17206	739.42975	758.2193	149.62456
3586.8245	3154.5925	3169.0515	5234.1895	5710.0835	2805.4504	3009.3174	3287.4094	2471.1309	3669.8723	2760.0505	3165.6128	1044.2335	5114.238	3163.2	3143.9146	3742.0032	3290.6167	2908.518
2306.3916	2103.8135	2075.1902	2216.1802	2040.8386	1689.6621	2283.6194	2302.8032	1938.3984	2139.638	2622.4631	1744.4645	1524.2817	2610.6162	2143.8438	2257.2385	1849.416	2288.3906	1614.1119
1436.6786	1913.7416	1355.2762	941.26917	1826.2245	2510.9868	1652.8339	1208.9784	856.34076	930.8536	2368.5247	1907.9698	973.14856	4245.805	3149.8257	1355.7537	1902.0139	1388.1622	1176.5911
3875.6016	3611.8535	4711.4355	5076.426	3054.5671	3103.2144	1655.7388	3011.9275	1784.9545	1785.221	2688.137	1536.7135	240.47954	902.71796	1220.0328	1973.9678	2017.4141	2257.5142	983.92523
1235.9987	965.92944	948.7492	1785.3629	1905.4104	679.9551	616.77356	786.9578	720.21533	482.2106	553.94257	594.05035	94.829025	1711.1168	536.7188	551.6317	749.9108	553.2142	391.03424
6861.4683000000005	8157.895	8001.922	4929.4517	11152.613	3573.9045	6660.868	7017.3916	4469.706	8479.017	4903.7036	12195.4375	5075.3193	16885.092	6984.7036	13928.098	12218.396	9077.016	10503.937
812.71906	994.3682	899.5093	426.46765	4219.748	435.23978	749.0766	765.19727	525.61115	670.565	375.41895	1155.8629	604.6884	4837.923	671.7642	1463.1274	1215.3237	902.8626	1208.6366
8281.874	10268.976	10585.818	8595.714	1092.5627	5276.191	7529.933	4491.5864	3776.0383	3932.0447	7847.9155	6058.935	1890.9001	1570.9219	9283.897	5523.8037	7006.931	8527.6875	8634.054
2293.0898	2585.63	2978.7007	1932.9879	2188.4246	2116.0212	2250.8777	1710.7715	1965.3983	2248.9563	1501.6392	2695.17	2033.8037	2387.0442	1936.4531	2407.5784	2764.5803	2351.1604	4488.5054
13762.125	13788.164	12439.363	13525.24	41521.37	32215.066	23234.055	14065.105	9044.866	14176.095	12930.158	7812.8174	9455.338	53840.016	33184.13	17176.61	16796.014	24010.25	17661.68
96.00367	140.17926	99.690056	119.164474	45.74984	23.227962	1050.4445	349.0725	463.17902	621.3537	661.5329	567.91010000000006	98.00368	860.48865	813.88696	334.5284	1188.2579	452.05145	789.32324
1521.3236	2177.7954	1321.1819	1326.1704	4349.021	3747.5647	1694.8241	1484.9462	684.4225	888.0247	1440.1061	954.6524	305.2232	2431.1409	2561.4705	1171.3188	1451.7178	1349.1298	1119.0138
995.699	1413.7283	950.5129	717.09296	3592.1938	1367.3066	1163.527	588.5228	435.83435	446.45865	1102.3939	528.5522	194.15575	3483.3035	1467.8186	840.91614	1134.7238	1139.7661	451.26978
2539.3801	3300.706	2389.76	1729.5978	3290.408	3186.1086	3791.9495	3045.3074	2240.0752	1917.127	3509.8723	2467.9104	2223.9866	4447.0293	3787.4988	2676.6094	2912.006	3547.705	3997.0193
2675.96	3251.2952	3042.325	1947.322	1449.2202	2667.186	2878.0774	3285.8274	2428.911	2150.6516	3215.904	3153.4512	2145.7478	1895.2616	4278.3164	3239.2046	3036.7168	3526.9082	5314.694
553.2807	1068.1914	553.5871	482.59433	1806.8418	1871.4929	1894.8143	574.6186	528.9566	452.92105	1204.7758	491.91873	342.9415	1628.3894	1659.8728	649.98883	738.6131	1240.0039	546.7935
8871.3545	8386.121	8892.598	9921.275	13113.35	5685.449	3103.6675	4433.8125	3478.167	4883.961	3663.9	4680.887	1112.6299	14178.139	5399.1704	5835.7646	4715.2505	5110.9556	3073.3525
1035.5773	1391.9805	684.42975	470.25345	1365.2511	1636.1812	1624.2083	950.38165	478.6778	419.0612	1770.896	431.32202	586.5475	1878.1569	2218.2712	995.01483	1004.2453	2043.9266	835.47815
978.707	867.1269	1225.5066	1698.2898	1553.5431	893.43463	773.6404	887.94507	1022.83044	751.3138	1180.7717	674.9733	367.60358	1483.1984	812.77246	929.3661	796.15485	829.1148	460.4135
2621.5977	3443.086	2565.6772	1690.9259	7788.7705	5931.788	4485.167	2676.7566	2101.3894	2145.5247	2787.7502	2633.0212	1395.5256	8906.142	5615.6704	3444.4116	2947.678	3976.148	2679.8135
371.69775	316.8856	498.2958	311.92697	542.5596	404.90607	135.9	479.22324	129.47896	25.27035	55.677177	290.7593	18.516369	307.85144	152.01422	73.166405	186.19194	129.0062	65.10232
2512.2378	2715.864	2350.6167	2386.5498	3322.1658	3398.3413	3777.2761	3604.2114	2689.0337	2722.1555	4274.91	2161.1736	2728.1821	4446.0913	3889.294	2663.1763	2406.1597	4817.5737	3921.777
5027.2417	5055.334	6461.592	3664.2458	6418.342	2665.3188	3369.4067	4047.2751	3434.2812	4662.517	3108.3364	5266.193	3629.9714	5791.1997	3362.3352	5420.093	5333.0186	4200.2637	5745.245
1206.0021	1349.1091	1323.5659	921.17804	947.7165	845.53406	1089.7821	1366.0115	719.4946	1019.97375	1081.4181	1807.581	1020.23096	1386.1133	1191.2759	1512.6694	1409.2383	1054.3495	746.8654
5410.859	4836.72	5122.153	3575.8232	5175.097	2940.1646	6007.933	4425.504	4076.4712	8748.199	2944.066	9910.053	11556.223	7491.648	6020.9263	8145.1943	5809.5024	6220.4546	6953.4414
694.7899	607.3689	558.60394	536.1413	2255.059	302.0216	308.27054	534.1979	458.51978	357.42477	392.12082	454.83823	172.16435	2304.3108	495.615	644.46216	649.9447	479.47348	286.17133
3141.7046	2901.015	2833.7073	2760.6436	3658.3738	1798.8618	2636.1326	2753.0928	3474.048	4569.0537	1754.4797	5535.1396	9585.284	4519.637	2691.7883	4496.3643	3656.1829	3026.3896	4217.2476
107.002304	288.24725	287.81177	246.7649	1368.4243	1283.2557	114.477165	723.4233	402.916	177.26431	307.8873	65.60431	100.051674	192.8804	200.37036	34.661278	115.36038	40.19006	143.83974
365.92316	377.7073	426.59943	372.2621	524.8085	81.94552	363.61072	276.30466	529.0603	445.10385	258.0081	387.3896	422.3902	1845.559	453.20557	279.80957	384.8374	330.0697	527.22125
313.0689	337.18005	283.9426	221.68134	1531.7463	1280.0188	184.40466	375.24088	340.3984	219.07166	331.58768	232.54202	279.84164	494.06696	427.35092	154.72173	207.0947	232.59984	307.48718
1099.5314	1192.0441	928.4606	911.4902	1834.594	1561.0853	1479.9628	946.5353	793.23474	706.89764	1377.0321	702.0172	281.80643	2224.3171	2188.5557	1028.7885	1011.819	1561.1865	837.40643
875.381	796.0883	667.2564	688.1577	3015.2712	933.2889	967.5518	695.95074	490.97275	691.8991	889.5112	789.9666	591.5791	3274.5173	1339.8085	987.3946	893.5436	1019.716	909.5003
939.79663	1349.9626	852.75916	675.72394	1778.9777	2482.2476	1464.8585	966.8306	759.5582	634.3903	1972.9851	909.5423	461.92487	1738.3113	1502.2449	913.2977	1074.5531	1135.3975	645.68304
4550.4883	6201.828	3938.1455	4344.247	6768.727	8966.748	8912.792	6921.0425	3121.7598	4154.932	14601.738	3215.9773	4516.2485	9041.772	13119.454	4572.06	3899.5806	8882.626	5126.53
1656.6234	2213.9746	2399.2075	1998.875	2179.1465	947.75903	932.74585	1010.913	1142.199	1179.9836	758.5573	924.9257	160.9566	1794.5056	1018.33936	1139.5132	1292.7646	1584.0648	1063.0927
2476.8652	2742.748	2268.585	1765.434	3123.4985	4157.6274	3083.5842	2291.3	2496.142	1594.6475	2065.4023	2216.803	1674.0192	2831.4197	3854.3477	3016.057	2699.1462	2702.9014	2665.838
2948.1287	2897.4597	2385.8901	2434.0498	2616.5693	2967.281	3100.0825	3126.5183	2738.2292	2457.7527	4088.7085	3042.3699	3534.3367	3733.9558	4124.533	3484.9595	3529.123	4099.935	3582.7354
1086.487	1264.9099	737.2321	818.23425	3350.8748	2969.1914	2239.6462	1512.977	1008.4077	795.0026	2470.7644	230.53741	225.96252	4272.1743	3120.3918	654.8751	1061.3824	1654.2019	1500.1361
199.366	154.96541	255.59277	535.2519	3.6758652	3.1704786	73.62742	172.57626	339.53824	179.72868	508.46756	222.8238	73.18284	304.90115	93.252815	98.36792	217.43277	116.682724	111.7657
2208.1748	1765.2632	2102.6606	2687.855	1687.8289	988.8335	925.8662	1395.5286	1796.6267	1379.642	1239.0807	972.25726	382.3292	1979.1038	1108.9017	1022.1486	1392.2017	1050.1118	732.3225
4185.809	2895.5454	3408.8582	4913.4023	2479.9424	2591.5217	2632.74	3059.47	2281.184	2317.8105	4088.3494	1716.4174	648.6053	2036.9355	2659.2415	1871.5388	2592.5046	3014.9014	1386.7747
315.75644	274.58807	310.02118	294.81586	667.24005	363.42392	286.42044	251.16249	210.75621	221.66945	359.19516	159.57355	126.99266	755.6349	289.39767	225.35898	267.98026	289.00797	258.13812
1140.6434	1131.9475	1207.6179	1334.419	4248.657	1186.2081	1218.0227	1032.5364	929.4646	1036.4674	1195.8916	1100.8905	522.01013	3159.6355	1158.6967	1119.3605	1114.2067	1174.0951	817.8441
876.61346	741.6273	956.54816	1168.5768	813.1073	525.9011	549.4942	753.1582	847.0267	727.756	779.643	662.40436	132.79239	747.2892	562.65967	722.4092	731.2233	542.51624	385.16357
1346.6465	1403.2382	1239.1903	907.1623	16570.355	9371.138	1946.1389	1534.3541	1030.0231	1285.6453	1510.2039	1716.154	1109.2484	7830.0303	2991.8877	1360.2428	1727.1383	1364.7251	1229.719
34.020752	41.682446	38.064823	42.302616	1035.637	685.64825	2418.0388	230.47655	2049.8848	104.89032	358.2745	809.09656	743.73444	3903.573	1997.2225	16.563618	23.593908	29.409824	17.826971
310.20932	259.495	207.31767	262.748	1016.75116	876.08014	374.10062	329.76147	282.19635	243.43752	379.9833	331.18445	139.53381	536.952	344.36057	380.11945	345.0503	253.9322	134.17407
929.0143	776.2423	784.5052	690.5937	1731.8625	264.20142	772.85394	776.6113	680.97205	908.314	565.5418	877.011	394.17285	2656.076	828.83795	1086.6239	1097.1102	976.3389	1446.8207
2517.4805	2750.4695	2202.078	2141.5403	3957.8154	3164.9106	3383.6345	2389.7244	2429.832	1843.1038	3441.0376	1694.3606	1006.19525	4448.183	3029.6653	3002.796	2551.91	3315.9116	2526.8262
1747.3252	2622.9646	1867.0642	1582.8749	4620.9136	6107.2476	2845.3892	1899.7931	586.3867	725.23785	2250.3835	1102.6509	476.91492	3363.5964	4304.8794	1926.3914	1150.8369	2431.1882	436.77457
6534.065	6468.348	8405.099	5113.8975	7107.7734	4080.9878	6101.301	5970.2036	5289.237	7517.719	1962.3052	3794.3052	2259.4907	7613.3076	5412.9443	9319.643	7481.2856	7895.659	8959.549
1816.3538	1357.641	1623.2035	1371.4019	1666.7443	2011.457	1764.3317	1621.0607	1047.5791	1571.9352	2433.8118	698.63385	616.08997	1190.3344	2401.9053	1118.0834	1126.046	1762.362	1728.7408
559.3809	579.036	411.00272	467.7334	582.3959	680.78046	594.30695	413.94028	457.01968	237.83496	815.20245	719.8633	329.23135	667.0383	539.8693	414.1208	518.47473	391.0348	222.52359
3248.4443	3989.2244	1852.5211	1958.1486	4121.3247	6849.509	5075.368	3088.977	1620.6641	793.41187	5130.21	768.2587	479.53793	4570.533	7491.0317	1877.526	2396.7388	5022.414	1677.9626
1229.1494	1470.535	997.1821	769.779	1105.8671	1261.8458	1026.5464	878.8802	1079.5602	915.9831	1585.9149	824.12506	905.3053	1147.9418	1167.5427	883.85974	742.2787	904.56757	1277.8733
9020.22	10560.57	7670.333	7021.679	3731.9001	8223.188	10401.427	11215.278	10257.197	9657.359	13859.412	12306.269	13267.092	4553.915	11390.545	14078.448	13022.315	11630.298	17344.586
